site_no,site_name,timestamp_utc,flow_cfs,p90_flow_cfs,ratio,high_flow,region
1638420,"N F CATOCTIN CREEK AT RT 681 NEAR WATERFORD, VA",2025-11-02 17:15:00+00:00,6.42,31.96000000000004,0.20087609511889837,False,north
1638480,"CATOCTIN CREEK AT TAYLORSTOWN, VA",2025-11-02 16:30:00+00:00,7.6,139.60000000000014,0.05444126074498562,False,north
1638480,"CATOCTIN CREEK AT TAYLORSTOWN, VA",2025-11-02 16:45:00+00:00,7.6,139.60000000000014,0.05444126074498562,False,north
1638480,"CATOCTIN CREEK AT TAYLORSTOWN, VA",2025-11-02 17:00:00+00:00,7.14,139.60000000000014,0.05114613180515754,False,north
1638480,"CATOCTIN CREEK AT TAYLORSTOWN, VA",2025-11-02 17:15:00+00:00,7.14,139.60000000000014,0.05114613180515754,False,north
1638480,"CATOCTIN CREEK AT TAYLORSTOWN, VA",2025-11-02 17:30:00+00:00,7.14,139.60000000000014,0.05114613180515754,False,north
1643590,"LIMESTONE BRANCH NEAR LEESBURG, VA",2025-11-02 16:30:00+00:00,1.3,12.180000000000003,0.10673234811165844,False,north
1643590,"LIMESTONE BRANCH NEAR LEESBURG, VA",2025-11-02 16:35:00+00:00,1.3,12.180000000000003,0.10673234811165844,False,north
1643590,"LIMESTONE BRANCH NEAR LEESBURG, VA",2025-11-02 16:40:00+00:00,1.3,12.180000000000003,0.10673234811165844,False,north
1643590,"LIMESTONE BRANCH NEAR LEESBURG, VA",2025-11-02 16:45:00+00:00,1.3,12.180000000000003,0.10673234811165844,False,north
1643590,"LIMESTONE BRANCH NEAR LEESBURG, VA",2025-11-02 16:50:00+00:00,1.3,12.180000000000003,0.10673234811165844,False,north
1643590,"LIMESTONE BRANCH NEAR LEESBURG, VA",2025-11-02 16:55:00+00:00,1.3,12.180000000000003,0.10673234811165844,False,north
1643590,"LIMESTONE BRANCH NEAR LEESBURG, VA",2025-11-02 17:00:00+00:00,1.3,12.180000000000003,0.10673234811165844,False,north
1643590,"LIMESTONE BRANCH NEAR LEESBURG, VA",2025-11-02 17:05:00+00:00,1.3,12.180000000000003,0.10673234811165844,False,north
1643590,"LIMESTONE BRANCH NEAR LEESBURG, VA",2025-11-02 17:10:00+00:00,1.3,12.180000000000003,0.10673234811165844,False,north
1643590,"LIMESTONE BRANCH NEAR LEESBURG, VA",2025-11-02 17:15:00+00:00,1.3,12.180000000000003,0.10673234811165844,False,north
1643590,"LIMESTONE BRANCH NEAR LEESBURG, VA",2025-11-02 17:20:00+00:00,1.3,12.180000000000003,0.10673234811165844,False,north
1643590,"LIMESTONE BRANCH NEAR LEESBURG, VA",2025-11-02 17:25:00+00:00,1.3,12.180000000000003,0.10673234811165844,False,north
1643590,"LIMESTONE BRANCH NEAR LEESBURG, VA",2025-11-02 17:30:00+00:00,1.3,12.180000000000003,0.10673234811165844,False,north
1643590,"LIMESTONE BRANCH NEAR LEESBURG, VA",2025-11-02 17:35:00+00:00,1.3,12.180000000000003,0.10673234811165844,False,north
1643590,"LIMESTONE BRANCH NEAR LEESBURG, VA",2025-11-02 17:40:00+00:00,1.3,12.180000000000003,0.10673234811165844,False,north
1643700,"GOOSE CREEK NEAR MIDDLEBURG, VA",2025-11-02 16:30:00+00:00,14.7,101.4800000000002,0.14485612928655864,False,north
